"SID"	"count"	"gene"	"n"	"pvalue"	"qvalue"
"10:30918691-30921646"	2956	"LYZL2"	1	0.856543527708321	1
"10:31289702-31323865"	3559	"ZNF438"	6	0.379367513489494	1
"10:31605100-31608052"	2953	"ZEB1"	3	0.598011135811733	1
"10:32217742-32220741"	3000	"ARHGAP12"	2	0.664319676785411	1
"10:32345359-32348358"	3000	"KIF5B"	4	0.179508339637286	1
"10:32636146-32668987"	3328	"EPC1"	2	0.626703061904129	1
"10:32854400-32856762"	457	"C10orf68"	1	NA	NA
"10:33247137-33250146"	3010	"ITGB1"	5	0.287794894267942	1
"10:33625190-33626832"	1643	"NRP1"	3	0.154326367384903	1
"10:35104249-35107252"	3004	"PARD3"	4	0.514033365244907	1
"10:35379570-35382569"	3000	"CUL2"	5	0.155539217624155	1
"10:35413384-35464519"	2350	"CREM"	2	0.529648267718223	1
"10:35622801-35625800"	3000	"CCNY"	0	0.982988310101263	1
"10:35891337-35894336"	3000	"GJD4"	9	0.0524701089764092	1
"10:35930380-35933361"	2982	"FZD8"	1	0.972503481328047	1
"10:36812323-36813260"	938	"NAMPTL"	11	NA	NA
"10:37411784-37414783"	2999	"ANKRD30A"	10	0.255756797105065	1
"10:37891859-37894858"	3000	"MTRNR2L7"	20	2.74794638308744e-05	0.3900160301516
"10:38147012-38150011"	2826	"ZNF248"	6	0.58197543958033	1
"10:38265561-38268452"	2892	"ZNF25"	8	0.177020047323056	1
"10:38296577-38299576"	3000	"ZNF33A"	8	0.196920796412726	1
"10:38380263-38383273"	3010	"ZNF37A"	6	0.462604870325292	1
"10:38714490-38714994"	505	"LINC00999"	3	0.0118368009634203	1
"10:43133992-43136991"	3000	"ZNF33B"	3	0.886655403860748	1
"10:43275248-43278247"	3000	"BMS1"	3	0.83519500638333	1
"10:43569516-43572473"	2958	"RET"	2	0.882641450386732	1
"10:43630933-43633932"	3000	"CSGALNACT2"	3	0.625546223851409	1
"10:43762367-43765366"	3000	"RASGEF1A"	7	0.130644541460629	1
"10:43864091-43867088"	2998	"FXYD4"	4	0.317832574921626	1
"10:43904614-43906298"	1685	"HNRNPF"	2	0.354331925577424	1
"10:43929573-43932572"	2984	"ZNF487"	5	0.14207206197797	1
"10:44070066-44073065"	3000	"ZNF239"	8	0.0536136131972579	1
"10:44098854-44101853"	3000	"ZNF485"	11	0.0665385077849544	1
"10:44144304-44147303"	3000	"ZNF32"	4	0.469709297910723	1
"10:44880497-44883544"	3048	"CXCL12"	11	0.0457222866835727	1
"10:45403763-45406762"	3000	"TMEM72"	4	0.538072885837277	1
"10:45452218-45455238"	3020	"RASSF4"	1	0.955075282732303	1
"10:45811056-45814055"	3000	"OR13A1"	4	0.50481214839241	1
"10:45866660-45869673"	3013	"ALOX5"	4	0.634965524346691	1
"10:46167796-46171227"	3432	"ZFAND4"	8	0.0478828241419027	1
"10:46219647-46222665"	3018	"FAM21C"	7	NA	NA
"10:46342921-46349372"	3050	"AGAP4"	1	0.85694084776017	1
"10:46620012-46623011"	3000	"PTPN20A"	0	NA	NA
"10:46970842-46973600"	2759	"SYT15"	6	0.0336692560510193	1
"10:47080533-47084531"	3998	"NPY4R"	8	0.072914388858134	1
"10:47174040-47177039"	3000	"ANXA8L1"	0	0.947371201257142	1
"10:47181681-47181684"	4	"FAM25B"	0	NA	NA
"10:47213626-47216625"	3000	"AGAP10"	0	NA	NA
"10:47655673-47656070"	398	"ANTXRL"	0	0.402130524258033	1
"10:47743935-47746988"	3053	"ANXA8L2"	19	NA	NA
"10:47892476-47894021"	1546	"FAM21B"	0	NA	NA
"10:48055018-48055059"	42	"ASAH2C"	0	NA	NA
"10:48215721-48215834"	114	"AGAP9"	0	0.103671501245815	1
"10:48247664-48247667"	4	"FAM25G"	0	0.00415658690760364	1
"10:48252306-48255305"	3000	"ANXA8"	0	NA	NA
"10:48352088-48355022"	2935	"ZNF488"	2	0.711254647997173	1
"10:48390991-48393990"	3000	"RBP3"	6	0.0806309231443218	1
"10:48416853-48419852"	3000	"GDF2"	8	0.0689174471932233	1
"10:48438976-48441975"	3000	"GDF10"	2	0.707532771291329	1
"10:48806939-48809938"	3000	"PTPN20B"	1	NA	NA
"10:49199618-49199646"	29	"FAM25C"	0	NA	NA
"10:49482913-49485940"	3028	"FRMPD2"	3	0.493564680619097	1
"10:49890517-49892919"	2403	"WDFY4"	1	0.910291843784155	1
"10:50122277-50125276"	3000	"LRRC18"	10	0.0460260323552378	1
"10:50323564-50326553"	2990	"VSTM4"	4	0.49423722580922	1
"10:50342558-50342657"	100	"FAM170B"	0	0.127606077447024	1
"10:50396433-50399406"	2974	"C10orf128"	5	NA	NA
"10:50603805-50606496"	1551	"DRGX"	3	0.172518160196882	1
"10:50747584-50750071"	2488	"ERCC6"	3	0.314249509022126	1
"10:50750072-50750146"	75	"ERCC6-PGBD3"	0	0.0768978960262247	1
"10:50815346-50818345"	3000	"SLC18A3"	7	0.0159005605991124	1
"10:50970369-50973424"	3056	"OGDHL"	7	0.0597969657983918	1
"10:51130715-51130771"	57	"PARG"	0	0.0704815493173386	1
"10:51187872-51187936"	65	"FAM21D"	0	NA	NA
"10:51246535-51249534"	3000	"AGAP8"	0	NA	NA
"10:51368394-51371388"	2995	"TIMM23B"	0	0.936415757359924	1
"10:51486327-51489326"	3000	"AGAP7"	3	NA	NA
"10:51546552-51549496"	2945	"MSMB"	1	0.877969770956188	1
"10:51562517-51565225"	2709	"NCOA4"	0	0.96535556471627	1
"10:51623338-51626335"	2998	"TIMM23"	0	0.976253046342251	1
"10:51745077-51748402"	3325	"AGAP6"	4	0.376686388974754	1
"10:51824683-51827576"	2893	"FAM21A"	2	NA	NA
"10:52008370-52011369"	3000	"ASAH2"	5	0.365234227730604	1
"10:52383743-52386736"	2994	"SGMS1"	1	0.893226079136852	1
"10:52645435-52648434"	3000	"A1CF"	7	0.13814371255607	1
"10:52747944-52751116"	3172	"PRKG1"	7	0.512291170779562	1
"10:53459355-53462354"	3000	"CSTF2T"	7	0.373686171782399	1
"10:54071055-54074054"	3000	"DKK1"	3	0.849434580032185	1
"10:54531460-54534459"	3000	"MBL2"	9	0.166320402313888	1
"10:57355749-57358748"	3000	"MTRNR2L5"	19	7.09649508637088e-06	0.100897967138021
"10:58121040-58124033"	2994	"ZWINT"	7	0.352829059255495	1
"10:60027694-60028816"	1122	"IPMK"	4	0.0224649623409842	1
"10:60091734-60094733"	3000	"UBE2D1"	7	0.037674427538571	1
"10:60142175-60144780"	2606	"TFAM"	2	0.624068380611845	1
"10:60269903-60272898"	2971	"BICC1"	8	0.0299939400449244	1
"10:60933349-60936348"	3000	"PHYHIPL"	7	0.322844911420562	1
"10:61666414-61669413"	3000	"CCDC6"	5	0.235579797568407	1
"10:62149488-62152487"	3000	"ANK3"	4	0.430410649203366	1
"10:62535211-62538210"	3000	"CDK1"	1	0.930164383425429	1
"10:63213208-63216207"	3000	"TMEM26"	8	0.104367927686628	1
"10:63658058-63661057"	3000	"ARID5B"	4	0.291037171141322	1
"10:64028466-64031465"	3000	"RTKN2"	5	0.190041941341328	1
"10:64130950-64133949"	3000	"ZNF365"	4	0.538460665730747	1
"10:64561515-64564514"	3000	"ADO"	3	0.744754902360322	1
"10:64576115-64579114"	3000	"EGR2"	5	0.353653553348382	1
"10:64890049-64893048"	3000	"NRBF2"	5	0.503960575082722	1
"10:65225641-65228721"	3081	"JMJD1C"	3	0.653854831309485	1
"10:65278122-65281121"	3000	"REEP3"	3	0.893001181172039	1
"10:69455927-69458926"	3000	"CTNNA3"	0	0.999373823198938	1
"10:69597922-69600921"	3000	"DNAJC12"	6	0.0805075796160555	1
"10:69641426-69644425"	3000	"SIRT1"	4	0.274506601261203	1
"10:69835040-69838102"	3063	"HERC4"	4	0.620770462993768	1
"10:69866189-69868992"	2799	"MYPN"	3	0.314317182438183	1
"10:69991871-69994869"	2999	"ATOH7"	2	0.565478338329762	1
"10:70167047-70169945"	2899	"RUFY2"	1	0.755829448660606	1
"10:70231672-70234755"	2970	"DNA2"	2	0.531503015015948	1
"10:70287231-70290230"	3000	"SLC25A16"	0	0.938782755565007	1
"10:70317412-70320411"	3000	"TET1"	2	0.519856911678006	1
"10:70477970-70480969"	3000	"CCAR1"	4	0.301922435055039	1
"10:70584297-70587296"	3000	"STOX1"	2	0.532562903946337	1
"10:70658033-70661032"	3000	"DDX50"	1	0.779352305937555	1
"10:70712891-70715882"	2992	"DDX21"	0	0.939228688721322	1
"10:70745486-70748485"	3000	"KIAA1279"	2	NA	NA
"10:70844873-70847872"	3000	"SRGN"	2	0.493979848444798	1
"10:70880907-70883266"	2360	"VPS26A"	1	0.62254535875796	1
"10:70936992-70939986"	2995	"SUPV3L1"	1	0.757265478350571	1
"10:70977058-70980057"	3000	"HKDC1"	3	0.519284799569076	1
"10:71075676-71078598"	796	"HK1"	0	0.525260035298345	1
"10:71176623-71179622"	3000	"TACR2"	4	0.154300792950591	1
"10:71208228-71211227"	3000	"TSPAN15"	1	0.790965322230669	1
"10:71332994-71335993"	3000	"NEUROG3"	10	0.00072028053878383	1
"10:71387013-71390012"	3000	"C10orf35"	2	NA	NA
"10:71444626-71444653"	28	"RP11-242G20.1"	0	NA	NA
"10:71558643-71561686"	3043	"COL13A1"	1	0.915420736128677	1
"10:71809551-71812550"	3000	"H2AFY2"	1	0.895640005793176	1
"10:71892690-71895689"	3000	"AIFM2"	3	0.637160688533121	1
"10:71906370-71907042"	673	"TYSND1"	0	0.479869453721274	1
"10:71930279-71933278"	3000	"SAR1A"	4	0.30298759521792	1
"10:71993183-71996189"	3007	"PPA1"	4	0.523729350155125	1
"10:72043469-72046431"	2963	"NPFFR1"	5	0.0546499555689924	1
"10:72161134-72164128"	2995	"EIF4EBP2"	2	0.525702842409647	1
"10:72201423-72204422"	3000	"NODAL"	2	0.620480475469497	1
"10:72362531-72365530"	3000	"PRF1"	3	0.700043872807849	1
"10:72429558-72432528"	2971	"ADAMTS14"	2	0.721420210773989	1
"10:72545157-72548156"	3000	"TBATA"	9	0.00545434733750932	1
"10:72572725-72575724"	3000	"SGPL1"	6	0.173515376043294	1
"10:72648541-72651540"	3000	"PCBD1"	2	0.750441697693751	1
"10:72969326-72972325"	3000	"UNC5B"	2	0.739162756600013	1
"10:73076014-73079013"	3000	"SLC29A3"	2	0.705059524616025	1
"10:73153690-73199582"	3224	"CDH23"	5	0.169942780768244	1
"10:73611126-73614081"	2956	"PSAP"	4	0.137472318035797	1
"10:73721122-73724121"	3000	"CHST3"	1	0.748478762458967	1
"10:73848531-73851530"	3000	"SPOCK2"	2	0.523500093156125	1
"10:74030677-74033676"	3000	"DDIT4"	5	0.060542266549156	1
"10:74114988-74117906"	2919	"DNAJB12"	2	0.501308728618239	1
"10:74385863-74388898"	3036	"MICU1"	2	0.540873309445096	1
"10:74448888-74451875"	2988	"MCU"	2	0.530176312593331	1
"10:74650338-74653337"	3000	"OIT3"	3	0.31621170704538	1
"10:74714536-74717509"	2974	"PLA2G12B"	2	0.567528197887479	1
"10:74856608-74859731"	3124	"P4HA1"	7	0.0432404744131025	1
"10:74867216-74870215"	3000	"NUDT13"	1	0.803547279420059	1
"10:74927817-74927922"	106	"FAM149B1"	1	0.0062205634835445	1
"10:75012451-75015450"	2993	"MRPS16"	1	0.78019530167425	1
"10:75118612-75121616"	3005	"TTC18"	4	NA	NA
"10:75173825-75176833"	3009	"ANXA7"	1	0.787949645609935	1
"10:75188045-75188068"	24	"MSS51"	0	0.0222176075632476	1
"10:75386299-75386454"	156	"USP54"	1	0.00999083512381884	1
"10:75401515-75404514"	3000	"MYOZ1"	2	0.53316211241221	1
"10:75415830-75418829"	3000	"SYNPO2L"	4	0.147559950704496	1
"10:75457639-75460553"	2915	"AGAP5"	1	0.742756853814358	1
"10:75501130-75504140"	3010	"SEC24C"	1	0.773990894606926	1
"10:75531919-75532047"	129	"FUT11"	0	0.114601392370176	1
"10:75538820-75541819"	3000	"CHCHD1"	3	0.306129902220383	1
"10:75543410-75545418"	2009	"ZSWIM8"	3	0.119911550548753	1
"10:75571342-75572256"	915	"NDST2"	1	0.212654002448685	1
"10:75634277-75637342"	3066	"CAMK2G"	2	0.549296842188885	1
"10:75667914-75669724"	1811	"PLAU"	1	0.505184200196638	1
"10:75754871-75757870"	3000	"VCL"	6	0.0176893235672307	1
"10:75910821-75913820"	3000	"AP3M1"	5	0.0610811042858272	1
"10:76583378-76586381"	3003	"KAT6B"	0	0.956422743226366	1
"10:76818272-76821271"	2996	"DUPD1"	6	0.0898200051314961	1
"10:76858786-76871948"	3181	"DUSP13"	4	0.251161932023317	1
"10:76966911-76969910"	3000	"VDAC2"	3	0.369472922929046	1
"10:76995769-76998768"	3000	"COMTD1"	0	0.961376910600604	1
"10:77161664-77164663"	2949	"ZNF503"	6	0.195842966593697	1
"10:79398353-79400576"	2224	"KCNMA1"	1	0.874932374434907	1
"10:79686299-79689347"	3049	"DLG5"	1	0.825735919159339	1
"10:79789303-79792302"	3000	"POLR3A"	1	0.790179634947319	1
"10:79792303-79793621"	1319	"RPS24"	0	0.728208805319589	1
"10:80825791-80828790"	3000	"ZMIZ1"	1	0.864535839384686	1
"10:81104226-81107232"	3006	"PPIF"	3	0.3312283867531	1
"10:81205383-81208382"	3000	"ZCCHC24"	2	0.559746890117545	1
"10:81269356-81272355"	3000	"EIF5AL1"	4	0.184082620082184	1
"10:81320151-81323152"	3002	"SFTPA2"	4	0.196964045076096	1
"10:81367694-81370699"	3005	"SFTPA1"	3	0.373139027853446	1
"10:81708859-81711858"	3000	"SFTPD"	2	0.770221352411214	1
"10:81835425-81838424"	3000	"TMEM254"	3	0.675606069855423	1
"10:81889257-81892475"	3218	"PLAC9"	9	0.717442211040791	1
"10:81965328-81968327"	3000	"ANXA11"	1	0.937149051437566	1
"10:82007038-82009464"	1183	"AL359195.1"	0	0.781737827410606	1
"10:82049440-82052433"	2994	"MAT1A"	8	0.011211848597815	1
"10:82211037-82213920"	2884	"TSPAN14"	1	0.939795503757734	1
"10:82296442-82296541"	100	"SH2D4B"	0	0.154486744618227	1
"10:83632069-83635067"	2999	"NRG3"	8	0.443205582372388	1
"10:85896195-85899194"	3000	"GHITM"	3	0.879641598008217	1
"10:85930553-85933492"	2940	"C10orf99"	0	0.997747035573626	1
"10:85951411-85954412"	3001	"CDHR1"	7	0.394243921867649	1
"10:85985282-85988283"	3002	"LRIT2"	8	0.123816166327579	1
"10:86001234-86001807"	574	"LRIT1"	2	0.101236717415951	1
"10:86001808-86004807"	3000	"RGR"	5	0.482412862192566	1
"10:88126235-88129234"	3000	"GRID1"	2	0.95617774598163	1
"10:88281572-88284540"	2969	"WAPAL"	5	NA	NA
"10:88411313-88414372"	3059	"OPN4"	5	0.0813675442644289	1
"10:88513406-88516405"	3000	"BMPR1A"	3	0.346316290141501	1
"10:88717620-88718340"	565	"MMRN2"	0	0.432180428831116	1
"10:88725187-88727947"	2761	"ADIRF"	1	0.71211119349918	1
"10:88854623-88854951"	329	"FAM35A"	0	NA	NA
"10:89261631-89264630"	3000	"MINPP1"	2	0.535878011253653	1
"10:89416475-89419368"	2894	"PAPSS2"	4	0.12222246420766	1
"10:89577917-89603080"	3194	"ATAD1"	3	0.354960285363461	1
"10:90342970-90343517"	540	"RNLS"	1	0.127370240242074	1
"10:90343518-90346517"	3000	"LIPJ"	1	0.853651114502962	1
"10:90421197-90424212"	3015	"LIPF"	3	0.654753701943617	1
"10:90481300-90484299"	3000	"LIPK"	2	0.657171210203659	1
"10:90518162-90521161"	3000	"LIPN"	4	0.25939423587546	1
"10:90559486-90562485"	3000	"LIPM"	2	0.685621332985564	1
"10:90612845-90613291"	447	"ANKRD22"	0	0.401575911970641	1
"10:90637025-90639489"	2465	"STAMBPL1"	2	0.522920695028471	1
"10:90747633-90750632"	3000	"FAS"	0	0.965848506370287	1
"10:90967071-90970070"	3000	"CH25H"	2	0.594270342881813	1
"10:91011815-91014659"	2845	"LIPA"	2	0.55258650640093	1
"10:91058711-91061710"	3000	"IFIT2"	10	0.0399236336463027	1
"10:91134812-91137811"	3000	"IFIT1B"	7	0.037442415160221	1
"10:91149321-91152301"	2981	"IFIT1"	7	0.0364139346609839	1
"10:91171342-91174341"	3000	"IFIT5"	2	0.596128452257049	1
"10:91295313-91298312"	3000	"SLC16A12"	0	0.962047881511136	1
"10:91404280-91408214"	3528	"PANK1"	5	0.249280893146413	1
"10:91458366-91461365"	3000	"KIF20B"	1	0.880948818081976	1
"10:92617455-92620670"	3216	"HTR7"	4	0.576382309767071	1
"10:92628473-92631471"	2999	"RPP30"	3	0.566627966918358	1
"10:92681033-92684031"	2999	"ANKRD1"	3	0.519391952601806	1
"10:92977368-92979906"	2539	"PCGF5"	0	0.963753684067967	1
"10:93167095-93170100"	3004	"HECTD2"	3	0.469523918519875	1
"10:93392811-93395810"	3000	"PPP1R3C"	0	0.954114526955078	1
"10:93555150-93558067"	2918	"TNKS2"	0	0.95800721251792	1
"10:93669240-93672239"	3000	"FGFBP3"	1	0.842567718215081	1
"10:93680735-93683524"	2790	"BTAF1"	3	0.378509844686976	1
"10:94047919-94050918"	3000	"MARCH5"	2	0.685459247598907	1
"10:94333833-94336832"	3000	"IDE"	2	0.581489757145807	1
"10:94350042-94353041"	3000	"KIF11"	5	0.102151694225545	1
"10:94446680-94450678"	3895	"HHEX"	1	0.931418600270851	1
"10:94605241-94608275"	3034	"EXOC6"	4	0.253898624358767	1
"10:94819247-94820984"	1738	"CYP26C1"	1	0.641107221449892	1
"10:94830646-94833645"	3000	"CYP26A1"	3	0.512434920121613	1
"10:95242074-95245073"	3000	"MYOF"	0	0.96150181902798	1
"10:95253388-95256387"	3000	"CEP55"	2	0.564998328788206	1
"10:95323421-95326420"	3000	"FFAR4"	7	0.00718999233980316	1
"10:95361420-95363992"	2563	"RBP4"	0	0.925107519604722	1
"10:95369344-95372343"	3000	"PDE6C"	0	0.960614279108519	1
"10:95462329-95465328"	3000	"FRA10AC1"	3	0.667873559868465	1
"10:95514565-95517640"	3075	"LGI1"	7	0.333608755070467	1
"10:95650729-95653728"	3000	"SLC35G1"	3	0.656109255853555	1
"10:95750745-95753744"	3000	"PLCE1"	6	0.163238374638976	1
"10:96122696-96125682"	2987	"NOC3L"	5	0.211050787745609	1
"10:96159260-96162259"	3000	"TBC1D12"	5	0.195734944626133	1
"10:96302573-96305572"	3000	"HELLS"	2	0.817352584787263	1
"10:96519462-96522379"	2918	"CYP2C19"	5	0.496170454466551	1
"10:96695427-96698426"	3000	"CYP2C9"	7	0.151313465534663	1
"10:96829254-96832253"	3000	"CYP2C8"	3	0.779142723523883	1
"10:96950956-96954232"	3276	"C10orf129"	0	NA	NA
"10:97050781-97053780"	3000	"PDLIM1"	1	0.902871779590536	1
"10:97200919-97203918"	3000	"SORBS1"	5	0.189778900130554	1
"10:97416463-97419462"	3000	"ALDH18A1"	7	0.0362049239097964	1
"10:97453680-97456899"	3220	"TCTN3"	2	0.76801018187756	1
"10:97468535-97515610"	3233	"ENTPD1"	4	0.410825603323268	1
"10:97709581-97709723"	143	"RP11-248J23.6"	0	0.179623370731531	1
"10:97800158-97803338"	3180	"CCNJ"	2	0.868721004879167	1
"10:98031297-98034332"	3036	"BLNK"	3	0.707256875475687	1
"10:98061084-98064151"	3067	"DNTT"	5	0.236384987575133	1
"10:98119059-98122058"	3000	"OPALIN"	3	0.544989627889511	1
"10:98273668-98276667"	3000	"TLL2"	3	0.56961803866304	1
"10:98346809-98349808"	3000	"TM9SF3"	3	0.60966938622851	1
"10:98480271-98483270"	3000	"PIK3AP1"	4	0.379386093770256	1
"10:98591498-98592037"	302	"LCOR"	1	0.0607194961457446	1
"10:98738040-98741039"	3000	"C10orf12"	1	NA	NA
"10:98945677-98948676"	3000	"SLIT1"	3	0.509718312533094	1
"10:99052413-99055412"	3000	"ARHGAP19"	3	0.43652566914357	1
"10:99076021-99079020"	3000	"FRAT1"	12	1.89632403476779e-05	0.269315939417722
"10:99094458-99097457"	3000	"FRAT2"	4	0.138466454524705	1
"10:99161100-99164126"	3027	"RRP12"	3	0.306878170920655	1
"10:99183026-99185915"	2890	"PGAM1"	2	0.504406267237759	1
"10:99205774-99208767"	2988	"EXOSC1"	2	0.53434968440776	1
"10:99258515-99258623"	109	"MMS19"	0	0.0964733785254676	1
"10:99341099-99343587"	964	"HOGA1"	0	0.602103068417799	1
"10:99447080-99450014"	2935	"AVPI1"	3	0.480427871376027	1
"10:99470480-99473479"	3000	"MARVELD1"	1	0.767364171174893	1
"10:99493877-99496895"	3017	"ZFYVE27"	5	0.299496523214339	1
"10:99531709-99534708"	3000	"SFRP5"	5	0.139161931616771	1
"10:99606995-99609994"	3000	"GOLGA7B"	1	0.778907130862502	1
"10:99790585-99793584"	3000	"CRTAC1"	0	0.969569436316495	1
"10:99891386-99894426"	3040	"R3HCC1L"	4	0.452497911221251	1
"10:100028007-100031006"	3000	"LOXL4"	2	0.935876297933904	1
"10:100174941-100175952"	1012	"PYROXD2"	0	0.791613436566158	1
"10:100206683-100209682"	3000	"HPS1"	3	0.651745663566473	1
"10:100995619-100998618"	3000	"HPSE2"	6	0.300452472474743	1
"10:101085855-101088854"	3000	"CNNM1"	4	0.669171808150399	1
"10:101190350-101193380"	3031	"GOT1"	2	0.824590054738787	1
"10:101289689-101292688"	3000	"NKX2-3"	3	0.549069819546388	1
"10:101380121-101383220"	3100	"SLC25A28"	1	0.858239741678096	1
"10:101416262-101419261"	3000	"ENTPD7"	2	0.570063017028665	1
"10:101491857-101491975"	119	"COX15"	0	0.11298391462841	1
"10:101539488-101542487"	3000	"ABCC2"	0	0.940839021775013	1
"10:101769676-101772675"	3000	"DNMBP"	1	0.762018868483839	1
"10:101841634-101844633"	3000	"CPN1"	0	0.935676958741761	1
"10:101989376-101992343"	2968	"CHUK"	1	0.744143803257694	1
"10:102015938-102030436"	3365	"CWF19L1"	1	0.82646932157148	1
"10:102046469-102047908"	1440	"BLOC1S2"	1	0.367502037640672	1
"10:102090243-102093242"	3000	"PKD2L1"	2	0.498472388168745	1
"10:102103880-102106879"	3000	"SCD"	1	0.782490088255261	1
"10:102219811-102222796"	2986	"WNT8B"	12	3.12668372644713e-06	0.044502089478522
"10:102279591-102282590"	3000	"SEC31B"	2	0.520154943615466	1
"10:102289621-102292614"	2994	"NDUFB8"	1	0.765895056136649	1
"10:102292615-102295614"	2996	"HIF1AN"	2	0.530770293104104	1
"10:102502467-102505466"	3000	"PAX2"	4	0.325853048681005	1
"10:102729296-102732590"	3294	"SEMA4G"	3	0.383150582738185	1
"10:102745372-102747781"	1167	"C10orf2"	0	NA	NA
"10:102754158-102756827"	2670	"LZTS2"	4	0.244525740084075	1
"10:102790890-102790989"	100	"SFXN3"	0	0.0895427288633073	1
"10:102818597-102821596"	3000	"KAZALD1"	4	0.129475410091092	1
"10:102989551-102991716"	2166	"LBX1"	2	0.449596911010209	1
"10:103110824-103113818"	2995	"BTRC"	3	0.474767662068319	1
"10:103348027-103348043"	17	"POLL"	0	0.0209582518171329	1
"10:103455016-103457742"	2727	"FBXW4"	1	0.813441959767887	1
"10:103535716-103538079"	2364	"FGF8"	1	0.660246964773351	1
"10:103543170-103544206"	1037	"NPM3"	0	0.630857023881843	1
"10:103578175-103581221"	3047	"MGEA5"	1	NA	NA
"10:103815950-103818931"	2982	"C10orf76"	3	NA	NA
"10:103822146-103825145"	3000	"HPS6"	2	0.535351892906591	1
"10:103876633-103883209"	3541	"LDB1"	2	0.643289224944694	1
"10:103889786-103892785"	3000	"PPRC1"	1	0.77661594833462	1
"10:103983142-103986083"	2942	"ELOVL3"	4	0.139016830226358	1
"10:104001231-104002287"	1057	"PITX3"	0	0.63155803395557	1
"10:104002288-104005287"	3000	"GBF1"	3	0.302878312599906	1
"10:104151338-104154352"	3014	"NFKB2"	0	0.941666998917881	1
"10:104178901-104181900"	2943	"PSD"	1	0.762558729622705	1
"10:104192418-104195417"	3000	"CUEDC2"	2	0.523395938171783	1
"10:104218169-104221150"	2982	"TMEM180"	6	NA	NA
"10:104262468-104263742"	1275	"SUFU"	1	0.340940615638174	1
"10:104401252-104404251"	3000	"TRIM8"	6	0.0569044302201733	1
"10:104474164-104474295"	132	"SFXN2"	1	0.0067110630887493	1
"10:104533607-104536004"	405	"WBP1L"	2	0.0541071590598551	1
"10:104597290-104600289"	3000	"CYP17A1"	4	0.147135988323367	1
"10:104613971-104613978"	8	"C10orf32-ASMT"	0	NA	NA
"10:104675074-104678048"	2975	"CNNM2"	2	0.529379129292491	1
"10:104934739-104956055"	3020	"NT5C2"	1	0.769255664139799	1
"10:105002643-105005642"	3000	"RP11-332O19.5"	1	0.778988869778211	1
"10:105033919-105036918"	3000	"INA"	3	0.535136545354532	1
"10:105110891-105113890"	3000	"PCGF6"	1	0.768279297381178	1
"10:105124723-105127711"	2989	"TAF5"	0	0.937877816618522	1
"10:105156223-105156403"	181	"PDCD11"	1	0.0124743793382633	1
"10:105212159-105213141"	983	"CALHM2"	0	0.588316854982867	1
"10:105218645-105221644"	3000	"CALHM1"	1	0.750882835172226	1
"10:105238997-105241996"	3000	"CALHM3"	1	0.838995238497547	1
"10:105250735-105253734"	3000	"NEURL"	3	NA	NA
"10:105615301-105618163"	2863	"SH3PXD2A"	3	0.298117638839131	1
"10:105677963-105680962"	3000	"OBFC1"	4	NA	NA
"10:105724469-105726957"	2489	"SLK"	2	0.421048270831888	1
"10:105845760-105848637"	2878	"COL17A1"	2	0.56478391809236	1
"10:105878928-105881902"	2975	"SFR1"	4	0.451205352960524	1
"10:105891031-105903481"	1211	"WDR96"	0	NA	NA
"10:106011492-106014491"	3000	"GSTO1"	3	0.507285681077716	1
"10:106027215-106028937"	1706	"GSTO2"	1	0.62751206934398	1
"10:106397858-106400857"	3000	"SORCS3"	5	0.705750373126812	1
"10:108924292-108927291"	3000	"SORCS1"	13	0.0186369450229282	1
"10:111683311-111686310"	3000	"XPNPEP1"	3	0.785586745461187	1
