ATRX	X:76763767-77044701
AP3S1	5:115177178-115249241
PITX2	4:111535577-111566161
PITX3	10:103990203-104002287
PITX1	5:134364484-134365043
AXIN2	17:63524665-63557846
AXIN1	16:337215-405672
MMRN2	10:88696480-88718340
MMRN1	4:90810436-90874656
AC068535.3	2:105032493-105033465
AC068535.2	2:105033466-105034444
CSTB	21:45193944-45199258
RP11-121J20.1	12:119080118-119080189
IGLON5	19:51812101-51832074
RP11-561C5.4	15:85760507-85760664
RNU6-1166P	20:34356130-34356370
RAD51L3-RFFL	17:33448189-33448444
AC004158.2	16:72623665-72625216
AC004158.3	16:72459159-72461257
ABRA	8:107770187-107785471
CD38	4:15776930-15850254
TSSK1B	5:112769033-112770727
ZFX	X:24164761-24229564
ZFR	5:32355828-32447843
IFI27	14:94574078-94582942
CD33	19:51725334-51742993
CD34	1:208061042-208087682
CD36	7:80000038-80303519
CD37	19:49835676-49846710
ZNF321P	19:53431646-53449991
RN7SL151P	9:21696522-21697112
APCDD1	18:10451624-10488101
TOPORS	9:32541328-32544379
AL441988.1	20:29637105-29637238
PSD3	8:18393211-18874195
PSD2	5:139172405-139222088
RP11-402J6.1	4:113442390-113443529
PSD4	2:113916007-113969972
RPL22P19	12:125423203-125423334
R3HDM4	19:893501-916230
R3HDM1	2:136314099-136481951
R3HDM2	12:57693267-57822474
ORMDL3	17:38074292-38086853
ORMDL1	2:190636454-190649096
RP3-510D11.1	1:9256120-9261943
CD3D	11:118209808-118216361
CD3E	11:118172294-118187676
CD3G	11:118216362-118228875
CTC-444N24.13	19:57859644-57859672
ACADS	12:121161443-121180186
KAT2B	3:20078523-20194079
KAT2A	17:40265124-40274682
SEC16A	9:139338122-139372207
SEC16B	1:177896187-177942049
ACADL	2:211053636-211093214
ACADM	1:76187042-76231677
SUCO	1:172499207-172579458
OR9K2	12:55520552-55524599
NFE2	12:54686346-54697790
MADCAM1	19:488228-505346
RP11-51B23.3	11:12561283-12561500
ZC2HC1B	6:144205371-144224321
RP11-185P18.2	14:96321258-96321357
KCNK13	14:90525107-90651420
CDC20B	5:54409970-54468834
CTC-367F4.1	5:144608465-144608595
ATOX1	5:151119917-151152092
ACAD8	11:134123264-134134953
ACAD9	3:128595452-128631703
UEVLD	11:18551498-18613280
AC012668.1	2:216392573-216402701
ADAMTS10	19:8645695-8678584
ADAMTS13	9:136286164-136322106
ADAMTS12	5:33527182-33895123
PLCE1	10:95750745-96084922
ADAMTS14	10:72429558-72520647
ADAMTS17	15:100514473-100885182
ADAMTS16	5:5137442-5319927
ADAMTS19	5:128793102-129072996
ADAMTS18	16:77317755-77472010
AC145123.2	8:143719723-143720109
DEF6	6:35263762-35289280
DEF8	16:90012138-90032415
GALT	9:34643634-34659964
GALP	19:56684388-56696737
SORD	15:45312301-45365812
GALE	1:24122342-24128372
GALC	14:88400169-88462614
GALM	2:38890051-38960777
AL603965.1	10:47769047-47769359
CSNK2B	6:31630011-31630876
FCGR3A	1:161512757-161522817
FCGR3B	1:161591983-161604251
RP11-675F6.3	8:38401977-38406763
RP11-675F6.4	8:38406764-38418560
ALDH1A1	9:75516057-75570971
ALDH1A2	15:58247317-58571480
ALDH1A3	15:101417008-101456830
RP11-143J24.1	15:30297451-30337601
MRPS6	21:35442822-35514969
EYA4	6:133559494-133852522
EYA1	8:72111502-72271978
C9orf24	9:34379015-34400829
EYA3	1:28300904-28418147
EYA2	20:45520262-45816884
SMARCB1	22:24126196-24176485
PIEZO2	18:10671467-11151586
PIEZO1	16:88778752-88854371
ZNF891	12:133696853-133707058
KRTAP13-4	21:31801286-31803591
KRTAP13-1	21:31765391-31769389
KRTAP13-2	21:31743558-31747556
KRTAP13-3	21:31797231-31801285
WFDC11	20:44277277-44301877
WFDC13	20:44330654-44336657
WFDC12	20:43752107-43756105
MIR4662B	8:125834170-125834426
FAM26F	6:116779555-116786617
FAM26D	6:116874958-116879464
FAM26E	6:116832808-116837209
FXYD6	11:117750382-117750745
FXYD7	19:35639524-35642643
FXYD4	10:43864091-43873112
FXYD5	19:35642644-35661349
FXYD2	11:117675862-117698845
FXYD3	19:35603731-35612297
FXYD1	19:35629104-35636338
AC004920.3	7:50905746-50905992
MAFK	7:1567367-1580055
MAFA	8:144511538-144515575
MAFB	20:39312031-39320875
IGFN1	1:201156952-201196301
MAFF	22:38596026-38610836
MAFG	17:79876144-79887108
RBPJ	4:26319428-26432806
CCR10	17:40828049-40838081
RBP1	3:139236411-139261670
RBP2	3:139171932-139198351
RBP3	10:48381833-48393990
RBP4	10:95351737-95363992
RBP5	12:7276653-7281537
RBP7	1:10054272-10068388
MBTPS2	X:21854752-21900818
TOB1-AS1	17:48950593-48981883
OR51A4	11:4967353-4968355
OR51A7	11:4928599-4929537
MAF1	8:145159401-145162267
CHTF8	16:69149035-69166360
AL158091.1	20:62478017-62478272
CTC-534A2.2	5:64919188-64926220
ANXA2R	5:43038628-43043446
G6PC3	17:42147987-42156671
G6PC2	2:169754749-169764643
CTIF	18:46062426-46386010
CYGB	17:74524299-74538743
TSC2	16:2103274-2138666
RP11-277B15.2	1:167160036-167160233
GPRC5C	17:72426027-72445572
RNF20	9:104296132-104324776
TSC1	9:135771555-135820936
RCN3	19:50029590-50046557
RCN2	15:77220961-77241614
RCN1	11:31895594-32126107
OR52A1	11:5172569-5202782
PSG9	19:43758931-43776681
RHOV	15:41165206-41169486
RHOU	1:228867823-228879571
RHOJ	14:63668124-63757846
RHOH	4:40195526-40249291
RHOC	1:113244120-113252613
RHOB	2:20643834-20647762
RHOA	3:49394744-49452402
RHOG	11:3855848-3865212
SUV420H1	11:67925089-67983783
SUV420H2	19:55848220-55858915
RHOD	11:66821288-66839113
CTD-2050E21.2	5:142937061-142944261
CTD-2050E21.1	5:142875255-142875629
CIR1	2:175213165-175260442
PYROXD2	10:100143487-100175952
OGFOD1	16:56485287-56510178
OGFOD3	17:80350190-80377663
OGFOD2	12:123456353-123467244
AC093642.5	2:243036962-243081145
RP11-689B22.2	12:109030972-109032516
RP1-1J6.2	20:39762559-39762597
ZNF488	10:48352088-48371501
COMMD3-BMI1	10:22602337-22615380
RASGRF1	15:79254425-79386114
RASGRF2	5:80253507-80521642
ZNF480	19:52797430-52826220
MEIG1	10:14999431-15029420
ZNF483	9:114284446-114312094
ZNF484	9:95608462-95643289
ZNF485	10:44098854-44112893
ZNF486	19:20275082-20308942
ZNF487	10:43929573-43977425
NCS1	9:132931856-133002143
WBSCR17	7:70594788-71177213
PRPF19	11:60658223-60677059
PRPF18	10:13625938-13672413
HIGD1A	3:42827617-42847962
HIGD1C	12:51344781-51354949
HIGD1B	17:42922278-42930843
IDNK	9:86235032-86258741
SMCP	1:152847797-152857334
FAM179A	2:29201163-29274948
FAM179B	14:45433335-45542826
TRAF1	9:123661925-123694450
TRAF2	9:139777964-139820414
TRAF3	14:103240815-103372173
TRAF4	17:27070473-27077064
TRAF5	1:211497147-211546095
TRAF6	11:36511319-36534821
TRAF7	16:2204166-2226631
ESD	13:47345504-47374366
RP11-542P2.1	4:141371202-141419399
IGHV4-61	14:107095028-107095693
DSPP	4:88526680-88537820
CTD-2544M6.1	15:98688370-98713226
RP11-613D13.5	11:43899356-43899386
RP11-594C13.1	14:88015058-88015159
RP11-156P1.2	17:44997497-45127519
RP11-156P1.3	17:45127520-45144245
RP3-380B8.4	6:5865846-5866109
METTL18	1:169761668-169764106
METTL12	11:62436125-62437868
METTL13	1:171747786-171765899
METTL10	10:126450866-126483438
METTL16	17:2323173-2418184
METTL17	14:21454964-21465188
METTL14	4:119603573-119631508
MIR4299	11:11678108-11678361
NPR1	1:153648163-153665662
NPR2	9:35789405-35812728
NPR3	5:32708437-32786550
RP1-292B18.4	6:151462498-151546816
TMEM184A	7:1586552-1599065
TMEM184B	22:38612589-38671669
TMEM184C	4:148535538-148555673
MEF2C-AS1	5:88219672-88754176
OR5A2	11:59189418-59193425
OR5A1	11:59207641-59211701
RPS17L	15:83208209-83208879
NUAK2	1:205270501-205293882
RP11-1033H12.1	14:52584122-52584759
POLR1A	2:86244387-86333303
POLR1B	2:113297040-113333365
POLR1C	6:43487679-43489106
POLR1D	13:28197541-28240176
POLR1E	9:37482944-37503269
DUS1L	17:80012650-80026514
GRM8	7:126079144-126894430
CXorf51A	X:145895661-145896310
GRM4	6:33990531-34123251
GRM5	11:88241627-88784239
GRM6	5:178408606-178425830
GRM7	3:6899801-7782207
GRM1	6:146345781-146756162
GRM2	3:51738339-51752204
GRM3	7:86270229-86493763
HOXB8	17:46691379-46695300
HOXB9	17:46696943-46706834
HOXB2	17:46620341-46624627
HOXB3	17:46624628-46665341
HOXB1	17:46605932-46611271
HOXB6	17:46671637-46684591
HOXB7	17:46684592-46713933
HOXB5	17:46669568-46671636
AC011431.2	5:135138626-135138853
RP4-545K15.3	X:100852493-100853103
MIR1587	X:39696766-39696948
TSPY10	Y:9365442-9368227
SPDEF	6:34505977-34527109
MAGOHB	12:10758799-10769207
OR4E2	14:22130296-22134322
CTAG2	X:153880350-153884852
DYRK3	1:206805880-206855379
DYRK2	12:68039511-68052523
DYRK4	12:4677022-4709076
KIAA0947	5:5423579-5489554
AC009133.17	16:29760327-29760339
NR2F6	19:17343084-17356748
NR2F1	5:92916042-92933101
NR2F2	15:96867018-96886491
ELL3	15:44065313-44069740
ELL2	5:95224529-95300774
OR4C46	11:51512281-51516310
CEP44	4:175204827-175252813
CEP41	7:130038669-130083853
Z97352.1	6:130069573-130069763
UPK3BL	7:102277971-102278079
HSPE1	2:198361862-198368008
EBI3	19:4226539-4237172
TTTY15	Y:14775452-14775551
CTTN	11:70241611-70282559
NARG2	15:60715763-60774343
NOXRED1	14:77860872-77892398
EIF2S1	14:67829520-67850264
EIF2S3	X:24070064-24094971
EIF2S2	20:32677499-32703084
RNU5D-1	1:45195059-45195158
TMEM222	1:27645649-27665890
TMEM220	17:10618724-10636632
TMEM221	19:17544154-17559375
EFR3A	8:132913355-133023233
TMEM225	11:123753754-123759339
FAM189B	1:155214006-155227758
APH1B	15:63566751-63603033
GK	X:30668475-30746907
TPH1	11:18042510-18065334
TPH2	12:72329625-72425530
AC017048.3	2:177503157-177503670
AC017048.4	2:177518738-177518932
RN7SL346P	15:90708841-90709226
RP11-334G22.1	2:58471490-58471514
DHTKD1	10:12107969-12162931
OSBPL1A	18:21739367-21980822
AC011343.1	5:159200779-159251688
DCTPP1	16:30435585-30444372
MICB	6:31462069-31477766
MICA	6:31368370-31382945
DHRS9	2:169923603-169952333
DHRS7	14:60611518-60635548
DHRS4	14:24419964-24438156
DHRS2	14:24102572-24114578
DHRS3	1:12628322-12680736
DHRS1	14:24759954-24769038
RP1-124C6.1	6:113748853-113749028
CACUL1	10:120445490-120517757
NABP2	12:56618200-56623637
NABP1	2:192539860-192562917
DHRSX	X:2139004-2422014
TPO	2:1414232-1546444
AC011526.1	19:41999421-41999791
KRTAP20-1	21:31988749-31989771
CCRN4L	4:139933942-139966648
TPR	1:186277782-186344999
HRK	12:117318233-117322231
SNAI2	8:49831281-49836998
SNAI3	16:88744793-88755881
HRG	3:186380797-186395764
SNAI1	20:48596534-48604672
HRC	19:49654453-49661680
OSBPL10	3:31703513-32002800
OSBPL11	3:125249301-125316933
DDR1-AS1	6:30840575-30845623
ECHS1	10:135172982-135189736
MAP2K4P1	X:72744984-72780033
AMELX	X:11308531-11318842
AMELY	Y:6733959-6745067
AC009313.1	2:161951173-161979977
SHKBP1	19:41082370-41100302
EN1	2:119600515-119608253
EN2	7:155247823-155255442
ENG	9:130576377-130620034
CTC-281F24.1	17:6560514-6561316
AC005008.2	7:80804812-80817328
HDAC10	22:50683610-50691329
RP11-685N3.1	2:90537693-90538431
FBRS	16:30672499-30680926
TOR2A	9:130494188-130500595
CDKAL1	6:20531687-21231352
CTC-347C20.2	5:71896179-71914954
CTC-347C20.1	5:71998946-71999237
CYP4B1	1:47261669-47284472
FAM81A	15:59750696-59816762
FAM81B	5:94727013-94786063
FLT4	5:180030174-180079623
PPDPF	20:62149132-62153250
FLT3	13:28578076-28677728
C21orf49	21:34142058-34223947
FLT1	13:28873144-29072264
PODN	1:53524852-53547803
SET	9:131446102-131457018
VKORC1	16:31099165-31109275
GPR50-AS1	X:150342055-150342122
AC104809.2	2:241922175-241928429
AC104809.3	2:241859303-241907024
PVALB	22:37196791-37218516
RN7SKP190	16:82224094-82226755
SUGP2	19:19105139-19137072
SUGP1	19:19387376-19434320
COL25A1	4:109738517-110226798
ELMOD1	11:107458816-107540362
ELMOD3	2:85581842-85618051
DYNAP	18:52254921-52266012
RP13-60M5.2	9:91262276-91266945
AC006126.3	19:45705621-45721632
RP11-85G18.6	10:27535481-27541461
RP5-940F7.2	1:236103647-236110062
AC079630.4	12:40596990-40611007
CYP17A1	10:104590380-104600289
FAM83H-AS1	8:144820266-144820569
PRKY	Y:7143029-7239974
PRKX	X:3530156-3634648
OR14I1	1:248844571-248848604
ELAC1	18:48491386-48513556
ELAC2	17:12893296-12924380
FEM1B	15:68567140-68589625
FEM1C	5:114859974-114883590
FEM1A	19:4788727-4793968
MS4A6A	11:59939569-59955138
METTL21C	13:103338285-103349853
METTL21B	12:58162981-58174562
METTL21A	2:208442353-208492972
CTRB2	16:75237955-75244071
CXorf49	X:70934453-70936256
CXorf48	X:134290865-134305195
PFKFB1	X:54956392-55023787
PFKFB3	10:6188288-6275000
PFKFB2	1:207224422-207245770
PFKFB4	3:48557130-48597226
ITPA	20:3188331-3204304
OR4X1	11:48282412-48288387
OR4X2	11:48263655-48267674
SCIN	7:12607310-12692419
PPP4R4	14:94637648-94748525
PPP4R1	18:9547656-9617566
PPP4R2	3:73043118-73114889
RP11-79P5.5	5:72764104-72764203
RP11-79P5.3	5:72706197-72706388
TMED10	14:75601492-75646333
LTBR	12:6490356-6500161
MAP3K8	10:30719949-30749840
MAP3K9	14:71196984-71278887
MAP3K2	2:128065112-128147624
MAP3K3	17:61696800-61771136
SLCO6A1	5:101709017-101837719
MAP3K1	5:56108399-56189575
DEAF1	11:644419-698531
MAP3K7	6:91226161-91299763
MAP3K4	6:161409821-161538013
MAP3K5	6:136878821-137116655
PET117	20:18115515-18120093
MARVELD1	10:99470479-99474462
MARVELD3	16:71657069-71675025
MARVELD2	5:68710628-68737538
RP11-1030E3.1	18:47834062-47842159
SMCO3	12:14957582-14967115
SMCO2	12:27616742-27655107
SMCO1	3:196234659-196245236
SMCO4	11:93212138-93279545
RNU6-134P	15:98568579-98568854
SETD9	5:56205454-56212781
SETD8	12:123865703-123892345
SETD3	14:99864968-99947215
SETD2	3:47058492-47208456
SETD5	3:9452002-9520419
SETD4	21:37408344-37432414
SETD7	4:140417464-140523992
SETD6	16:58548545-58556232
PSRC1	1:109822652-109828789
RP11-98G13.1	1:193655158-193655511
DZIP1	13:96234428-96299956
PRSS27	16:2762491-2773215
PRSS21	16:2864163-2871656
PRSS22	16:2903109-2911170
PRSS23	11:86508490-86643306
LXN	3:158384202-158390481
TMEM212-AS1	3:171592039-171597576
AC073130.3	7:115912137-115912450
IGHA2	14:106053470-106054800
IGHA1	14:106173359-106175046
VENTX	10:135048407-135053925
KRTAP4-9	17:39258640-39262638
KRTAP4-8	17:39253376-39257374
RP11-1407O15.2	17:36351852-36412470
KRTAP4-1	17:39340148-39344593
KRTAP4-3	17:39323425-39327423
KRTAP4-2	17:39333461-39337459
KRTAP4-5	17:39305055-39309053
KRTAP4-4	17:39315984-39319982
KRTAP4-7	17:39237458-39241456
KRTAP4-6	17:39295740-39299738
RRM2B	8:103220283-103254058
PTCSC3	14:36641301-36644507
CTC-490E21.12	19:41307205-41391656
AC142119.1	2:16234421-16243428
KRTAP12-1	21:46101489-46102077
KRTAP12-3	21:46077848-46078257
KRTAP12-2	21:46086104-46086843
TP53	17:7569509-7588792
KRTAP12-4	21:46074128-46074575
ST8SIA6	10:17360551-17499253
ST8SIA5	18:44259947-44340038
ST8SIA4	5:100147488-100241969
RP3-359N14.2	6:106057540-106069095
ST8SIA2	15:92934139-93012982
ST8SIA1	12:22354440-22562818
FARS2	6:5260975-5771759
OR2A25	7:143768312-143774924
ALS2CR12	2:202151121-202225100
BTBD19	1:45276114-45279613
BTBD18	11:57511593-57518743
RP11-1020M18.10	12:52803139-52809090
BTBD17	17:72352703-72361084
BTBD16	10:124034493-124097655
NLRX1	11:119036439-119053181
BTBD10	11:13407175-13487837
SRPRB	3:133499876-133538649
CTDNEP1	17:7146908-7155399
MASTL	10:27446321-27475564
RP11-697E22.2	17:36008624-36032989
TPRX1	19:48301498-48321897
TPRXL	3:13975877-14105930
WAC	10:28819420-28908600
MAST1	19:12948390-12985760
MAST2	1:46266284-46501808
MAST3	19:18208681-18262501
MAST4	5:65889175-66462896
CD180	5:66478645-66495616
WAS	X:48539185-48549672
GALK1	17:73754073-73764279
RBFOX1	16:6069787-7760806
FARSB	2:223436541-223523826
FARSA	19:13033256-13046419
C9orf72	9:27548153-27567158
AC144521.1	3:18504908-18933625
C9orf78	9:132589413-132597553
RP11-1058N17.1	18:46486319-46486524
IL23A	12:56730837-56732378
RP11-719N22.2	3:59452460-59488968
IL23R	1:67632082-67724883
AC011525.2	19:32083085-32084009
TLN2	15:62896767-63132894
PCDHGA11	5:140800795-140803228
PCDHGA12	5:140810252-140894209
TLN1	9:35697745-35732391
POLE4	2:75182774-75187319
RP11-111F5.5	9:46744124-46745657
POLE2	14:50110226-50156821
STRC	15:43891830-44013015
AMACR	5:33985787-34011208
SYN2	3:12042878-12230150
NTMT1	9:132369857-132397857
AC018737.1	2:122456993-122480542
AC064834.2	2:196400984-196401213
SECISBP2	9:91931618-91977397
TMEM167B	1:109630402-109637175
TMEM167A	5:82352881-82373315
AC016629.3	19:59110541-59110740
RNU6-1067P	10:28957756-28957992
MUM1	19:1351975-1376656
RP11-618G20.1	14:62219408-62219639
PITRM1	10:3182838-3218002
CTD-2315E11.1	15:90649996-90670139
RNASEL	1:182544426-182561390
RNASE1	14:21268105-21274035
RNASE3	14:21356561-21360559
RNASE2	14:21420629-21424627
RNASE7	14:21507384-21511686
RNASE6	14:21246209-21250410
RNASE9	14:21024557-21032089
KRTAP17-1	17:39470948-39474946
CCDC89	11:85393851-85400319
SNAP25-AS1	20:10090180-10330020
CCDC83	11:85576100-85630619
CCDC82	11:96086784-96123156
CCDC81	11:86086125-86133855
CCDC80	3:112324231-112362976
CCDC87	11:66357689-66360553
CCDC86	11:60606542-60617803
CCDC84	11:118868864-118886454
ZNF569	19:37903454-37959980
ZNF568	19:37407193-37488576
ZNF567	19:37177302-37211615
ZNF566	19:36936841-36983462
ZNF565	19:36673295-36736492
ZNF564	19:12637259-12639509
ZNF563	19:12427206-12447533
ZNF562	19:9763552-9788775
ZNF561	19:9720825-9728956
ZNF560	19:9577185-9612278
RN7SL66P	2:10418252-10423669
RP11-400N13.2	1:222152543-222161305
ACRBP	12:6747370-6759579
CTC-551A13.1	5:110319334-110320209
OTOL1	3:161211595-161221815
TOMM20	1:235275336-235294495
TOMM22	22:39074953-39079919
FAM161A	2:62053525-62084277
FAM161B	14:74402574-74413993
RP11-84A1.3	4:62960687-62960902
TOP2B	3:25642535-25708830
TOP2A	17:38545707-38577201
SDAD1	4:76877048-76915112
KIAA0368	9:114124232-114250024
MIR4318	18:35237020-35237246
FGF9	13:22242520-22275656
FGF8	10:103527193-103538079
FGF7	15:49715292-49776796
FGF6	12:4537493-4557779
FGF5	4:81184751-81207904
FGF4	11:69586914-69593170
FGF3	11:69625066-69636791
FGF2	4:123744862-123814465
FGF1	5:141974801-142068652
OLFML2B	1:161953494-161996643
OLFML2A	9:127536548-127572732
RP11-344P13.4	1:121244631-121245363
SDC1	2:20401990-20427926
SDC2	8:97502881-97621834
SDC3	1:31345922-31384479
SDC4	20:43955824-43980063
XXbac-BPG32J3.20	6:31651737-31651895
RN7SL643P	6:87144743-87144842
DEFB1	8:6725877-6738528
SGCG	13:23752089-23898705
LEMD1-AS1	1:205342155-205342456
SGCE	7:94214623-94285520
SGCD	5:155331149-156186436
SGCB	4:52890079-52907484
SGCA	17:48240365-48256116
SGCZ	8:13947867-15098791
EMR1	19:6884581-6940149
SNRNP70	19:49585678-49611828
NKD1	16:50579240-50667765
NKD2	5:1006167-1042057
MIXL1	1:226408382-226413589
LRRN4CL	11:62455376-62457744
GATA6-AS1	18:19746223-19746391
LEP	7:127878335-127894892
RP11-111A21.1	14:39954970-39958983
RPL37	5:40832587-40838283
XYLB	3:38385250-38454549
RPL35	9:127620161-127624239
NUMA1	11:71712207-71788855
PCDH7	4:30719035-31144526
RP11-416O18.1	3:181675000-181675166
RP11-416O18.2	3:181857641-181857740
IDH3A	15:78438718-78463954
C12orf71	12:27234097-27235459
C12orf73	12:104345237-104359485
C12orf74	12:93100405-93101526
C12orf75	12:105711064-105789551
C12orf76	12:110480105-110514438
C12orf77	12:25147148-25151426
C12orf79	12:92380361-92539446
DGKQ	4:954356-970343
C8orf4	8:40007987-40011984
VKORC1L1	7:65335256-65419415
DGKK	X:50111910-50216720
DGKH	13:42619842-42830641
DGKI	7:137075912-137534608
DGKB	7:14188675-14884074
DGKA	12:56321755-56347568
DGKG	3:185842494-186083022
DGKD	2:234260152-234378204
DGKE	17:54911257-54947762
ICK	6:52863075-52927243
ZNF169	9:97018591-97063718
DDX59	1:200593960-200642096
RTEL1	20:62286664-62327605
TXNDC15	5:134206491-134235437
ATF1	12:51155073-51213627
RP11-1080G15.1	8:19058201-19082613
TXNDC16	14:52898958-53019832
TXNDC11	16:11776553-11839647
TXNDC12	1:52486538-52524046
C1orf95	1:226733500-226784712
C1orf94	1:34629876-34684426
RP11-622A1.2	4:74393488-74393587
ZNF286B	17:18565137-18588571
RP5-1070A16.1	1:98677112-98693975
ZNF160	19:53571282-53609686
IQCB1	3:121489141-121551081
DDX54	12:113600657-113618917
DDX55	12:124083671-124103282
GABRB2	5:160721004-160976648
RP11-54O7.1	1:845486-845677
RP11-54O7.3	1:855765-856756
AC079354.5	2:203044032-203044556
AC079354.1	2:202938329-203022707
MKL2	16:14162195-14355338
FOCAD	9:20655308-20995694
HSPA8	11:122928289-122935900
RNU5E-1	1:11968511-11969142
CNDP1	18:72198691-72251922
CNDP2	18:72160499-72187601
NPL	1:182755870-182798896
STRBP	9:125873764-126033854
NPB	17:79859985-79860623
GADD45GIP1	19:13063424-13071049
NPY	7:24320806-24331386
ENC1	5:73926263-73940248
NPW	16:2066520-2070661
NPS	10:129344612-129351026
EMCN	4:101329646-101442249
RP11-417L19.2	12:132345341-132349282
CTB-79E8.2	5:172123800-172127477
TECTA	11:120970374-121061553
TECTB	10:114040492-114063142
RP11-98G7.1	1:156426932-156427502
LHX1	17:35291771-35304916
RP11-101P17.11	13:21861464-21867849
AC079896.1	2:82234122-82234429
LHX2	9:126770888-126795084
ALDH8A1	6:135235526-135274259
BLOC1S4	4:6714841-6718839
VEGFA	6:43734948-43752458
RP11-1L12.3	11:27217577-27235183
VEGFC	4:177605006-177716880
VEGFB	11:64004656-64006246
BLOC1S3	19:45683171-45684484
RP5-1067M6.3	17:42410888-42411016
LHX5	12:113900976-113912876
RP11-497G19.3	12:117039314-117039982
RP11-497G19.1	12:117100451-117100716
PTGER4	5:40677031-40696836
EMC9	14:24605172-24613778
EMC8	16:85813220-85830286
FLOT1	6:30695821-30713509
FLOT2	17:27207491-27220211
EMC3	3:10005666-10031521
EMC2	8:109452852-109498939
EMC1	1:19545776-19571576
EMC7	15:34376471-34396593
EMC6	17:3572108-3572772
EMC4	15:34514244-34522112
RP11-383H13.1	8:72738828-72922995
SERHL2	22:42946924-42973279
COL2A1	12:48367095-48401268
BSDC1	1:32833948-32852517
DNAH2	17:7620038-7740061
DNAH3	16:20944477-21166979
PSMD9	12:122323645-122357460
PLA2G16	11:63337723-63384940
PLA2G10	16:14766432-14791525
RP3-418C23.2	6:97754043-97755512
RP11-324L3.1	10:102949467-102950189
C6orf118	6:165693425-165723166
ARID5B	10:63658057-63859191
ARID5A	2:97199484-97218070
ANKH	5:14711247-14874886
